user,text
joest73,@JoeBiden Thanks for the mess you and Obama left behind Joe.
kellymarie77777,@JoeBiden https://t.co/r7aGkkdAke
STCHauck,@JoeBiden You need to head back to the basement .... 👎
FreakCountry76,@JoeBiden #CitizenTracking - main objective of all of this by #Dems &amp; #Chinese!
GriffinsOuma,@JoeBiden This will not be possible
dtank96,@JoeBiden #ObamaGate #spyingbiden https://t.co/1vx4cFVnV1
kevinonkeys,"@JoeBiden Respectfully, sir, we need YOU to do his job!"
jillmerredith,@JoeBiden #SusanRiceVP2020
SH3L0B,@JoeBiden We need Medicare for all
JosLore50786570,@JoeBiden We need Money mister Biden
KurtBradenlives,@JoeBiden True Joe. But you and the #Democrats  need ALSO to step-up big time. Your only argument to win #2020 elections cannot be just this
rotter_michael,"@JoeBiden Let's get some facts that you're you're not going to go give. Over 800,000 Americans are tested a day. Th… https://t.co/4Oky06U5tH"
CDelbenny,"@JoeBiden He’s doing a great job. Also, your cognitive impairment is obvious."
realjohnnyshake,"@JoeBiden Since we got the Vans going around picking protesters off the streets , Why don't we go pick up the crazi… https://t.co/DR5vCmgMzM"
jimred1031,@JoeBiden What we really need is one less president that supports crackpots. https://t.co/u7dUxXINQw
garza2009,@JoeBiden You have already proven your approach with Obama was to stop testing.
franklincflint,@JoeBiden I just saw that everything you say we need is already being done. Strange. Do you pay attention to what is actually happening?
MikeGuilday,"@JoeBiden For mental issues like dementia, Joe what a wonderful idea, you first!!!"
craft_beer_12,@JoeBiden https://t.co/41EnyMXbKd
BlazznSaddles,"@JoeBiden We need him to resign...  150,000 dead and counting  Still no national plan for dealing with this virus...  ."
brown_7245,"@JoeBiden He is doing his job. The problem is his job has never been to govern the US, but to take over it. He want… https://t.co/u0EZKpj5TJ"
scenius01,@JoeBiden We don't need this president to do his job.  We need A president to do this job.  #VoteBidenToSaveAmerica
BobQuarantine,@JoeBiden https://t.co/5Cdf8SWIdt The Joementum is coming to a screeching halt. https://t.co/axmCHThRJg
Coborn,@JoeBiden https://t.co/sQVyHyqJor
fusion_allusion,"@JoeBiden Our tracing program has been able to trace Joe down to his basement, hiding from public opinion."
malaylarox,@JoeBiden Strange things are going on in New Zealand.  https://t.co/YDxzkrmkFf
Warbuck571,@JoeBiden We need a Democrat candidate for President with all his mental faculties in tact.
WashedupMXER,@JoeBiden We need you to be able to answer a question coherently
Cliche_Boy,@JoeBiden Ha ha ha ha ha ha good one joe!! Except this so called president doesn’t know what a job is. To him it’s… https://t.co/SPC0ezTN5G
45Aceblue,@JoeBiden https://t.co/GDrMhwgTim
RebeccaWoodru20,@JoeBiden Agreed! But IQ45 can’t do it. He can’t even follow the script to seem like he cares. Off in Air Force One… https://t.co/tzESobK2X2
cristinaxu4,@JoeBiden Perhaps there also have another most important thing is to immediately close the biological weapons labor… https://t.co/YFEqBp1rFn
Ltaylor23129019,@JoeBiden Fu
caliJerm,@JoeBiden You didn’t write this
omgreally74,"@JoeBiden He is doing his job. You would have us all bunker down, kill our economy so you and the other dems have m… https://t.co/MuY5npVXLT"
chase_56chi,@JoeBiden Who writes this for you?
turnthecube,@JoeBiden You really don't have even a cousin of clue.
Nina7Lewis,@JoeBiden trump has doomed us by not doing that in Feb.
summerasana,@JoeBiden Was with you right til the last sentence. We need him to resign. “His job” as he understands it is weaken… https://t.co/7wXeKmkOCv
donald86521856,@JoeBiden If you would get your head out of your ass you would know this has already started.
WSM66723404,@JoeBiden Thats not going to happen. We need you to tell us what you will do on day 1.  Hint... put @ASlavitt in charge of the response
johnmccoin13,"@JoeBiden Yet Biden has to put tell the truth on his OWN note card??? Come on, anybody who votes for this guy doesn… https://t.co/c9WFG0baug"
photocode827,@JoeBiden The virus will never be under control just like the common cold is never under control. Stop the nonsense… https://t.co/REpyp9kr2Q
Rock2StoneWorld,"@JoeBiden Let me help you translate that Joe,  We need big Gov't in your lives 247, knocking on your door  and stan… https://t.co/rAmSxEARTb"
Scott100234372,@JoeBiden Who's writing these tweets for sleepy @JoeBiden. We know it's not him...
anniescot,"@JoeBiden It’s going to be up to you, as President. Please do not disappoint!"
jackie14916195,@JoeBiden #JoeBiden2020
gregorymeadmil,@JoeBiden We need YOU to kindly step aside and realize that politics and running this country should be left to a y… https://t.co/WjpxJnmVEN
CaliJ53776902,@JoeBiden HCQ Works!!!! https://t.co/vnxzCbqR3T
theqoya,@JoeBiden Miss me with that tracing BS. Try respecting Americans privacy.
NicholasKadar,@JoeBiden Whatever we need you will not be capable to provide - WHATEVER IT IS - - You're too INCOMPETENT - and always have been.
JASONMCNAB,@JoeBiden Haha still pumping the PPE fraud. Hysterical. Are we shirt ventilators too you dementia clown.
CrankyCur,"@JoeBiden You literally JUST YESTERDAY (July 28, 2020) stood at a press conference and said ""I have not been tested… https://t.co/pTN4KwtLpL"
BillHoidas,@JoeBiden Wait wait! Now he’s blind too? 🤣 https://t.co/fVNGlG7HDP
GregCopenhaver1,"@JoeBiden @JoeBiden  yeah why don't you hop in line first. Your a bigger clown then trump, and that's hard to beat… https://t.co/Al9ZJDc1b2"
gatorna42393201,@JoeBiden https://t.co/WzB7eGRthb
theSayHIkid,"@JoeBiden @JoeSteelerFan You mean like this nugget, ""During his 1st year @ Syracuse, Biden was accused of plagiariz… https://t.co/fWl0CJLVIE"
diwi28,@JoeBiden And the world needs a RICO case against the Trump Family.
Slam_Bones,@JoeBiden You are right Joe ... we need National testing for Dementia!!!
tekasboy,@JoeBiden Joe you sound like a broken record. For heavens sake sake the present administration is doing all it can… https://t.co/43QyqW0Ifh
Rossmotil,@JoeBiden we know what we need...how would you accomplish it ?
CaliJ53776902,@JoeBiden President Trump is doing his job!!! HCQ works they are just demonizing it because he supported it. He has… https://t.co/IrT9yNQWL6
rubinogreg,@JoeBiden we need a president who can write his own tweets
larrybruce67,"@JoeBiden What WE need Joe is for you, your party and the #media to quit lying to and allowing people to die becaus… https://t.co/H0Wm3phkto"
LeeKee96538936,@JoeBiden You need some covid.
rmiller20002000,@JoeBiden Please do not name SusannRice as VP choice. She is too close to Hilary Clinton!
Jayde0621,@JoeBiden We need you to be president already Biden
50_patriot,"@JoeBiden Isnt it nap time, Joe?"
Chris96210406,@JoeBiden I wish when you left office that we had the PPE in place and ready to go. Sadly we didnt.....
lusomadeirense,@JoeBiden He is doing his job - 🏌️
Americaissick,@JoeBiden Um no we don't LIAR
MORDE110,@JoeBiden @sazzygram3 Our hospital emergency rooms continue to be completely full of all ages testing positive for… https://t.co/puIRyYlgB0
robcore3,@JoeBiden We need you @JoeBiden to take the reigns of this Trump carnage caravan out of the ditch he’s squarely pla… https://t.co/N3NcvOgukU
stracener_clint,@JoeBiden And we need your handlers to keep up with your meds better.
MiddletonAlison,@JoeBiden We need YOU to do this *president's job.
DCraigUSA,@JoeBiden Don't fall down Joe socialists are depending on you  https://t.co/gBmRyDVoFO
PerspicaciousXY,"@JoeBiden Yeah, no way you tweeted this 😂"
BrojackNorseman,@JoeBiden You and your handlers are so wildly out of touch with the American people.  Thank God you have ZERO chanc… https://t.co/vhMypcBIRu
livetruthalways,@JoeBiden Ask Joe why he &amp; democrats don’t want hydroxy info getting out? Because it works!  Ask yourself why the l… https://t.co/jSuDTimkNA
_thatguy_steve_,@JoeBiden We need you to stop touching lil kids too Joe!
davidba52209062,@JoeBiden You need to oust that idiot running your country👍
jonnycarguy,@JoeBiden At least @realDonaldTrump took care of this already... go back to sleep Joey
BrendaHattisbur,@JoeBiden You know he is not going to do his job. He's too busy collecting tax payers' money so he can flee to Russ… https://t.co/C8ynSlcXeU
Rob_Melrose,@JoeBiden We don't have a real president.  We have an ATM in the Oval that dispenses shit while fleecing the country.
DanielMestas,@JoeBiden We already have that! His name is Donald Trump and he is doing a great job! We don't need any Pedos or Pr… https://t.co/P3vzQhTEur
travelalot2018,"@JoeBiden What’s your foreign policy, especially To China?"
BillyPeppir,@JoeBiden Looks like you need a health check https://t.co/gWWJ0hZX7j
Adam51458594,"@JoeBiden I am Canadian. Please become President.  Out of all the Presidents I observed throughout the years,  ever… https://t.co/ebFoLCDIke"
BrendaStarrAZ,@JoeBiden Imagine if @JoeBiden had to do what #AGBarr did yesterday - if Joe had to actually answer questions which… https://t.co/MPSgl0aH2G
curlington2,"@JoeBiden Please don't pick Harris, we would like to vote for you."
Roberto39shea1,@JoeBiden @Trump2020Jolynn We need you to be extradited to Ukraine. So you can defend your honor and embezzlement scheme
Dbunker92011,@JoeBiden Joe #YouAintBlack Biden led the U.S. “response” to H1N1 virus in 2009.  The result of Demented Joe’s “lea… https://t.co/6VpYfmqmy0
FirstGenShooter,@JoeBiden Release Joe from your clutches. Your campaign is elder abuse.
libertyPickles,@JoeBiden We don't need tracing.. You and your goons will misuse it like FISA and DHS.. Its probably the reason you… https://t.co/zfxJTp8PRM
Trump4evaPotus,@JoeBiden https://t.co/L9SBlDimEr
hilo236,@JoeBiden Ukraine.....
HarryNg49,@JoeBiden Vote @JoeBiden for President https://t.co/m2hmLF6S4W
barandaz151,@JoeBiden Shut up 🤐
cryer_steve,@JoeBiden Can’t agree more with you!
dbarr235,"@JoeBiden Wake up, Joe. The public needs to exercise caution. There are many who are not including the anarchists.… https://t.co/abXGQZhZom"
Glakima2,"@JoeBiden Please don’t forget the teachers!  We need PPE, and can I’ll afford to end up buying for us, and out different classes."
EldredgeStan,@JoeBiden President Trump is doing his job. That's why the dems are so mad.
Jessica81027226,@JoeBiden https://t.co/iF6ppgV5vA
OblivionShadow2,"@JoeBiden No we don't. We have a cure and prophylaxis.  Not to mention, more cases and fewer deaths means the morta… https://t.co/9fI2aXRbZC"
Susan_4America,@JoeBiden You haven’t had a test.  You have all the resources at your disposal yet you don’t believe in testing enough to test yourself.
Busytimes1,"@JoeBiden We need more than PPE. We deserve hazard pay, financial protection when we get infected and guaranteed li… https://t.co/3yowGeaeQY"
MartieTolman,@JoeBiden Spoiler: he won't.
terrylshelton13,"@JoeBiden No testing plan. Really? Fact,  over 55 million people tested. Whos saying theres no testing plan?"
StevenBain01,@JoeBiden You're not going to do much from the basement ?
andy_gasparini,@JoeBiden https://t.co/k4soIKXwrC
Mbryanl2,@JoeBiden Joe Biden starts all “his” tweets and speeches with “We need”...he’s had 50 years in government including… https://t.co/7Sahhj4XC3
Sumanta92137014,@JoeBiden 😀
justblegit,@JoeBiden We need #MedicareForAll   https://t.co/Qsxm0xdv53
Joseph_WarrenDR,@JoeBiden @moodybc We've tested and traced this virus more than any other virus in history of the world.  How did y… https://t.co/t8zEP0nmHI
l_bronwyn,@JoeBiden Go back to the basement Joe ☺️ https://t.co/jQfn48H5rU
bayoubillybadas,@JoeBiden #Medicareforall would fix this. #EatTheRich
BrendaStarrAZ,"@JoeBiden Who's writing Joe's ""comprehensive plan? It's definitely not Joe. https://t.co/37q7b7pMSc"
trj522,@JoeBiden https://t.co/0zMOlQKhgz
ervivek2008,@JoeBiden Yes we need good president
sandra08221953,@JoeBiden Good luck with that!
AlwaysActions,@JoeBiden https://t.co/N8MyLzRfxM
unitedfreedom21,@JoeBiden How about the gov't make a deal with large companies like amazon and major ppe manufacturers to come toge… https://t.co/PNltElMoi1
AlwaysActions,@JoeBiden https://t.co/b87irwlmDP
AlwaysActions,@JoeBiden https://t.co/8nFzDRgMwC
thewayofenoch,"@JoeBiden As for this “Tracing” program, please do tell what kind of unconstitutional Gestapo ideas you have to sha… https://t.co/xYXQi0DNvg"
AlwaysActions,@JoeBiden https://t.co/TCBRDaDMwB
jrtauer,"@JoeBiden @JoeBiden Agree. This Tweet, tho, has become repetitive and boring. Give us something new to rally behind… https://t.co/1lkrr792ek"
AmeliaS49884429,"@JoeBiden No no no no, we are tired of masks and being traced!! Numbers are being hicked up don't care! When you al… https://t.co/v6G1GkWIQv"
AlwaysActions,@JoeBiden https://t.co/1m4Z3L0b0Q
7heRickSanchez,"@JoeBiden Narrator: ""Joe Biden wants you to get murdered by home invaders! Just listen to this!""  Joe: ""Yes- Absolu… https://t.co/gM7YZ7H57e"
AlwaysActions,@JoeBiden https://t.co/3L9zPuaNKF
ck3poetic,@JoeBiden Where is that 1 billion in cash $$$$
AlwaysActions,@JoeBiden https://t.co/AF97eCOCwL
2fknston3d1,@JoeBiden CHILD ABUSER
AlwaysActions,@JoeBiden https://t.co/LKNlAPk27u
AlwaysActions,@JoeBiden https://t.co/IAyz50cgJI
GarlandisBack,@JoeBiden You could have been doing your job while VP and warned American's of Covid19 but you didn't.  You and Oba… https://t.co/IXE8HjfAnj
AlwaysActions,@JoeBiden https://t.co/excCiPHVem
hilo236,@JoeBiden Trump is doing his job.  You are being led around like a small child.
DCraigUSA,@JoeBiden Everybody's got everything they need right now
AlwaysActions,@JoeBiden https://t.co/7GOtEBD69T
AlwaysActions,@JoeBiden https://t.co/3PhyVRjemG
tiredofthenons2,@JoeBiden Joe you’ve done nothing for decades.  Go away and let someone new do it.
AlwaysActions,@JoeBiden https://t.co/G56NJVOOkI
AlwaysActions,@JoeBiden https://t.co/aU6XmalJiq
anonymo56264998,@JoeBiden Trump has already done all of these things While you were sleeping. Are you awake now?
AlwaysActions,@JoeBiden https://t.co/IbyEasJCyE
TruckinMasseur,"@JoeBiden Hey Joe, do me a favor. On the afternoon of January 20th, can you request that Congress provide a $3,000/… https://t.co/xTtegkaabq"
GrayFox21907428,"@JoeBiden You would have the whole country line up for testing even with no symptoms and separate us into camps of,… https://t.co/4HdxTth4zX"
0708Nkkj,@JoeBiden Kodak!!
gop_again,@JoeBiden Not smart.  Never been.
VietnmVetDghtr,@JoeBiden We need a president who doesn’t need notes to remind himself to “Tell the truth”! 🤦🏽‍♀️ Leave this to the… https://t.co/X54DgImYLT
