title,dept,salary,race,gender,hire_date
ASSISTANT SUPERINTENDENT,Parks & Recreation,47466.0,Hispanic,Male,1994-03-03
JAIL ATTENDANT,Houston Police Department-HPD,37211.0,Black,Female,2008-05-05
NUTRITIONIST CONSULTANT,Health & Human Services,58855.0,Native American,Female,1999-09-07
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Black,Female,1996-11-18
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,White,Male,2007-02-12
SURVEILLANCE INVESTIGATOR EPIDEMIOLOGY,Health & Human Services,38563.0,Black,Female,1999-08-02
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,1985-03-04
PUBLIC WORKS MAINTENANCE MANAGER,Public Works & Engineering-PWE,83734.0,Black,Male,1989-08-21
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,Hispanic,Male,2002-06-25
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,White,Male,2012-04-16
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,2001-02-05
MAINTENANCE MECHANIC III,Houston Airport System (HAS),39707.0,White,Male,2010-02-15
SUPERINTENDENT,Houston Airport System (HAS),75462.0,Black,Male,1996-12-04
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,White,Male,2002-05-20
UTILITY WORKER,Public Works & Engineering-PWE,28995.0,Asian,Male,2015-08-10
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000.0,Black,Male,2015-07-06
UTILITY WORKER,Public Works & Engineering-PWE,39666.0,Hispanic,Male,1999-06-23
ADMINISTRATION MANAGER,Health & Human Services,87222.0,Black,Female,2006-06-20
POLICE OFFICER,Houston Police Department-HPD,47650.0,Black,Female,2012-04-16
JAIL ATTENDANT,Houston Police Department-HPD,35838.0,Black,Female,2012-09-10
LABORER,Houston Airport System (HAS),26125.0,Black,Male,2006-08-14
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,2001-03-22
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,2007-05-07
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Black,Male,1994-04-11
LABORER,Houston Airport System (HAS),26125.0,Black,Female,2007-08-13
SENIOR PAYROLL CLERK,Houston Police Department-HPD,34216.0,Hispanic,Female,2008-06-02
INVESTIGATOR,Houston Fire Department (HFD),66523.0,White,Male,2003-03-24
SENIOR CUSTOMER SERVICE CLERK,Houston Police Department-HPD,33550.0,Black,Female,2014-08-29
SENIOR PUBLIC HEALTH EDUCATOR,Health & Human Services,44366.0,Asian,Female,2015-12-07
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1991-08-05
CUSTOMER SERVICE CLERK,Houston Police Department-HPD,26250.0,Black,Female,2007-09-14
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2009-05-04
SENIOR PLAN ANALYST,Public Works & Engineering-PWE,51584.0,Black,Male,2015-09-15
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Female,1995-11-06
FIELD SUPERVISOR,Public Works & Engineering-PWE,41267.0,Black,Male,2006-07-10
SENIOR POLICE OFFICER,Houston Police Department-HPD,,White,Male,1977-10-24
ASSISTANT DIRECTOR (EXECUTIVE LEVEL),Houston Airport System (HAS),128606.0,White,Female,1993-02-22
DIVISION MANAGER,Public Works & Engineering-PWE,93089.0,Black,Female,2005-05-16
SENIOR REGULATORY INVESTIGATOR,Houston Airport System (HAS),43826.0,Hispanic,Male,1992-01-02
ADMINISTRATIVE SPECIALIST,Public Works & Engineering-PWE,56489.0,Black,Male,2001-10-16
ADMINISTRATIVE ASSISTANT,Parks & Recreation,41330.0,Hispanic,Female,1988-10-25
POLICE OFFICER,Houston Police Department-HPD,47650.0,Black,Female,2012-04-16
TECHNICAL HARDWARE ANALYST I,Public Works & Engineering-PWE,39666.0,White,Female,2013-09-16
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2007-12-10
SENIOR MICROCOMPUTER ANALYST,Houston Police Department-HPD,62481.0,Hispanic,Male,2009-03-16
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2007-10-01
JAIL ATTENDANT,Houston Police Department-HPD,37461.0,Black,Female,2008-06-02
UTILITY WORKER,Public Works & Engineering-PWE,37606.0,Black,Male,2006-01-30
SENIOR UTILITY MECHANIC,Public Works & Engineering-PWE,36962.0,Hispanic,Male,2007-10-08
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Female,1981-09-21
ADMINISTRATIVE SPECIALIST,Houston Fire Department (HFD),52000.0,Black,Female,2007-02-12
INSPECTOR,Public Works & Engineering-PWE,43264.0,Black,Male,2015-07-13
POLICE OFFICER,Houston Police Department-HPD,55461.0,Asian,Male,2008-02-04
SENIOR POLICE OFFICER,Houston Police Department-HPD,,White,Male,1982-06-28
ADMINISTRATIVE SPECIALIST,Houston Police Department-HPD,47996.0,Black,Female,2009-11-16
SYSTEMS SUPPORT ANALYST IV,Houston Police Department-HPD,78286.0,White,Male,1998-03-02
MANAGEMENT ANALYST IV,Health & Human Services,65338.0,White,Female,2013-10-28
POLICE SERGEANT,Houston Police Department-HPD,,White,Male,1977-10-24
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,1990-06-11
POLICE OFFICER,Houston Police Department-HPD,45279.0,Hispanic,Female,2013-10-14
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,1990-12-10
SENIOR PROJECT MANAGER,Public Works & Engineering-PWE,77325.0,White,Male,2008-08-04
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,1993-04-12
GROUND TRANSPORTATION REPRESENTATIVE,Houston Airport System (HAS),32157.0,Asian,Female,1993-05-13
POLICE OFFICER,Houston Police Department-HPD,45279.0,White,Male,2013-06-10
POLICE SERVICE OFFICER,Houston Police Department-HPD,27914.0,Black,Female,2011-10-14
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,1993-11-08
SENIOR POLICE OFFICER,Houston Police Department-HPD,,White,Male,1983-10-03
CAPTAIN,Houston Fire Department (HFD),70181.0,Black,Male,1994-08-29
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,Black,Male,2004-01-05
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,White,Male,2006-09-11
POLICE SERGEANT,Houston Police Department-HPD,77076.0,White,Male,2001-12-03
SENIOR POLICE OFFICER,Houston Police Department-HPD,,White,Male,1977-05-23
EQUIPMENT WORKER,Public Works & Engineering-PWE,37211.0,Black,Male,1984-12-11
BUILDING MAINTENANCE SUPERVISOR,Parks & Recreation,30347.0,Black,Female,1995-10-14
MOBILITY SERVICE OFFICER,Houston Police Department-HPD,44429.0,Hispanic,Female,2005-09-12
SECURITY OFFICER,Houston Airport System (HAS),29286.0,Hispanic,Male,2011-12-12
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,1982-05-03
POLICE CAPTAIN,Houston Police Department-HPD,104455.0,Black,Male,1983-02-07
POLICE OFFICER,Houston Police Department-HPD,43443.0,White,Male,2014-06-09
COMMUNICATIONS CAPTAIN,Houston Fire Department (HFD),66523.0,Black,Male,2003-09-02
POLICE OFFICER,Houston Police Department-HPD,43443.0,White,Male,2014-10-13
POLICE OFFICER,Houston Police Department-HPD,55461.0,Asian,Male,2009-01-20
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,Hispanic,Male,2009-01-12
